id,query
3326,How to Treat Diabetes
3327,How to Prevent Diabetes
3328,Thousands of Vegans Studied
3329,Which Plastics are Harmful?
3330,Fill in the Blank
3331,Salt OK if Blood Pressure is OK?
3332,Alcohol Risks vs. Benefits
3333,Aspirin Levels in Plant Foods
3334,Is Caloric Restriction Good For You?
3335,How to Upregulate Metabolism
3336,Oxalates in Cinnamon
3337,Does Tofu Cause Dementia?
3338,Waistline Slimming Food
3339,Waistline Expanding Food
3340,Diverticulosis & Nuts
3342,Is Coconut Milk Good For You?
3343,Is Coconut Oil Good For You?
3344,Are Betel Nuts Good For You?
3345,Peanuts in Pregnancy
3346,Fungal Toxins in Apples
3347,Apples & Breast Cancer
3348,Are Star Fruit Good For You?
3349,Is Mangosteen Juice Good For You?
3350,Is chlorella good for you?
3351,Update on Spirulina
3352,Boosting Heart Nerve Control
3353,Is White Bread Good for You?
3354,Nontoxic Head Lice Treatment
3355,Optimal Sleep Duration
3356,Sleep & Immunity
3357,Airborne Supplements
3358,Hot Dogs & Leukemia
3359,Do Cell Phones Cause Cancer?
3360,Is Carob Good For You?
3361,Update on Chocolate
3362,Kuna Indian Secret
3363,Is Hibiscus Tea Good For You?
3364,Is Osmanthus Tea Good For You?
3365,Is Tulsi Tea Good For You?
3366,Black Tea vs. Earl Grey
3367,Green Tea vs. White
3368,Dietary Brain Wave Alteration
3369,The Healthiest Beverage
3370,Nutrition Without Calories
3371,A Harmless Artificial Sweetener
3372,The Healthiest Sweetener
3373,Mercury in Corn Syrup?
3374,Sugar vs. Corn Syrup
3375,Diet & Hyperactivity
3376,Is Sodium Benzoate Harmful?
3377,Is Gum Arabic Harmful?
3378,Is Citric Acid Harmful?
3379,Is Artificial Butter Flavor Harmful?
3380,Pets & Human Lymphoma
3381,Are Artificial Colors Harmful?
3382,Are Artificial Colors Bad for You?
3383,Chicken vs. Veggie Chicken
3384,Repairing DNA Damage
3385,Flawed Study Interpretation
3386,Cancer Fighting Berries
3388,Raw vs. Cooked Broccoli
3389,The Best Nut
3390,The Best Apple
3391,Bottled Water vs. Tap
3392,Healthiest Airplane Beverage
3393,The Best Mushroom
3394,Tofu vs. Tempeh
3395,The Best Bean
3396,Pinto Beans vs. Black Beans
3397,Carrots vs. Baby Carrots
3398,The Healthiest Raisin
3399,Fruit Juice Fail
3400,Healthy Pumpkin Pie
3401,Superfood Bargains
3402,Antioxidant Content of 300 Foods
3403,New Antioxidant Superstars
3404,Acrylamide in French Fries
3405,Preventing Arthritis
3406,Algae-Based DHA vs. Flax
3407,Plant-Based Omega-3 Supplements
3408,Mercury in Vaccinations vs. Tuna
3409,Farmed Fish vs. Wild-Caught
3410,Flame Retardant Chemical Contamination
3411,Dairy & Acne
3412,Plant vs. Cow Calcium
3413,What Is Really in Hot Dogs?
3414,Food Is a Package Deal
3415,Soy & Breast Cancer
3416,"Red Tea, Honeybush, & Chamomile"
3417,Is Yerba Maté Tea Bad For You?
3418,Coffee vs. Tea
3419,Is Coffee Bad For You?
3420,Is One Egg a Day Too Much?
3421,Broccoli Sprouts
3422,Vitamin Supplements Worth Taking
3423,Antioxidant Vitamin Supplements
3424,Is Black Pepper Bad For You?
3425,Is MSG Bad For You?
3426,Is Nutrasweet® Bad For You?
3427,Body Odor & Diet
3428,IQ of Vegetarian Children
3429,Vegan Paralysis
3430,Avoiding Iodine Deficiency
3431,Omnivore vs. Vegan Nutrient Deficiencies
3432,Healthy Chocolate Milkshakes
3433,Cocoa Good; Chocolate Bad
3434,Extra Virgin Olive Oil
3435,"Good, Great, Bad, & Killer Fats"
3436,Great Grain Robbery
3437,Milk Protein vs. Soy Protein
3438,Halving Heart Attack Risk
3440,Herbalife® Supplement Liver Toxicity
3441,Doctors' Nutritional Ignorance
3442,The Healthiest Vegetables
3443,"Beans, Beans, Good for Your Heart"
3444,Is Noni Juice Good For You?
3445,The Healthiest Fruits
3446,Raw Food Diet Myths
3447,Nine Servings a Day Minimum
3448,Can Pesticides Be Rinsed Off?
3449,Fecal Contamination of Sushi
3450,Don't Eat Raw Alfalfa Sprouts
3451,Blue-Green Algae & Spirulina
3452,Bowel Movement Frequency
3453,"Just the Flax, Ma'am"
3454,Plant-Based Prevention
3455,Slowing the Growth of Cancer
3456,Industrial Carcinogens in Animal Fat
3457,Putrefying Protein and “Toxifying” Enzymes
3458,Treating Dry Eye Disease with Diet: Just Add Water?
3459,How May Plants Protect Against Diabetes?
3460,Why is Meat a Risk Factor for Diabetes?
3461,Coffee and Mortality
3462,Olive Oil and Artery Function
3463,Fatty Meals May Impair Artery Function
3464,Does Chocolate Cause Weight Gain?
3465,High Blood Pressure May Be a Choice
3466,Boosting Brown Fat Through Diet
3467,Brown Fat: Losing Weight Through Thermogenesis
3468,Food as Medicine: Preventing and Treating the Most Dreaded Diseases with Diet
3472,How Doctors Responded to Being Named a Leading Killer
3473,Does Rye Bread Protect Against Cancer?
3474,Fish Consumption and Suicide
